STATION_ID USER_ID EVENT_TIME EVENT_TYPE
001 63578670 13:33 OUT
001 74368833 13:33  IN
003 09859409 13:34 OUT
021 21867663 13:35  IN
019 44396415 13:35  IN
012 95693591 13:35 OUT
013 26532203 13:36 OUT
002 21203084 13:36 OUT
007 61644348 13:36  IN
019 33669926 13:38 OUT
014 54388593 13:38 OUT
015 91056998 13:38  IN
013 73434108 13:38  IN
015 98610423 13:38  IN
011 67533206 13:39 OUT
008 02513499 13:40  IN
001 34787919 13:41  IN
001 31747977 13:42  IN
008 02443402 13:42  IN
006 79040721 13:42 OUT
014 17566903 13:43  IN
005 74368833 13:43 OUT
001 65369988 13:44 OUT
014 54073933 13:44  IN
010 08086242 13:44  IN
002 92109725 13:45  IN
010 18410029 13:45 OUT
011 08086242 13:46 OUT
001 92458089 13:48  IN
011 02513499 13:48 OUT
004 26477902 13:49 OUT
001 15359038 13:50 OUT
003 02999195 13:50  IN
019 98439830 13:50 OUT
015 40457999 13:50  IN
005 01328320 13:51  IN
008 54073933 13:52 OUT
010 44396415 13:52 OUT
019 03723463 13:53  IN
001 07145281 13:53  IN
004 01328320 13:55 OUT
015 75932738 13:56  IN
001 73495753 13:58  IN
018 17566903 13:58 OUT
015 48448037 14:00 OUT
019 73024878 14:00  IN
004 14202725 14:00  IN
011 90085248 14:00 OUT
010 61644348 14:01 OUT
021 13393125 14:01 OUT
017 03723463 14:02 OUT
004 49500582 14:04  IN
015 09422934 14:04  IN
012 17710753 14:04  IN
005 53120929 14:04 OUT
007 02443402 14:05 OUT
004 19174525 14:07  IN
010 93375984 14:07  IN
019 25479015 14:07 OUT
014 27029433 14:08  IN
004 36581617 14:09 OUT
012 47952338 14:09  IN
019 40457999 14:09 OUT
002 35963491 14:10 OUT
011 60730393 14:11  IN
001 17876618 14:13 OUT
014 06340450 14:14  IN
005 90515355 14:14  IN
001 58802605 14:14 OUT
015 93440511 14:15  IN
012 67664467 14:15  IN
009 40457999 14:16  IN
012 41452253 14:16  IN
015 14999725 14:17  IN
011 78936394 14:18  IN
011 65245107 14:19  IN
004 91056998 14:19 OUT
015 21203084 14:19  IN
012 24416528 14:19  IN
015 06799277 14:20  IN
006 49500582 14:21 OUT
001 72317347 14:21  IN
004 66238185 14:21  IN
006 74584748 14:21  IN
014 92109725 14:21 OUT
009 31747977 14:22 OUT
011 24416528 14:22 OUT
010 47952338 14:23 OUT
011 03199102 14:23  IN
015 60730393 14:24 OUT
001 90515355 14:24 OUT
002 73434108 14:25 OUT
011 05133189 14:25  IN
004 98610423 14:25 OUT
007 93375984 14:25 OUT
019 83350059 14:25 OUT
012 64206082 14:26  IN
011 67664467 14:27 OUT
007 09422934 14:27 OUT
005 10562920 14:28  IN
004 15272120 14:28 OUT
001 66238185 14:28 OUT
013 93440511 14:29 OUT
015 34787919 14:30 OUT
018 40457999 14:30 OUT
019 33758386 14:31  IN
012 14202725 14:31 OUT
005 34446241 14:31  IN
019 06799277 14:32 OUT
015 42956445 14:32  IN
021 06359137 14:32  IN
007 27029433 14:34 OUT
018 99370461 14:34  IN
008 73495753 14:34 OUT
018 05497415 14:35  IN
018 02999195 14:35 OUT
006 17710753 14:36 OUT
021 61095865 14:36  IN
001 21867663 14:40 OUT
015 64206082 14:40 OUT
010 55229134 14:40  IN
004 75932738 14:41 OUT
021 92458089 14:41 OUT
004 68371557 14:41  IN
010 09859409 14:42  IN
004 00671531 14:42  IN
015 19174525 14:43 OUT
015 03199102 14:43 OUT
020 07145281 14:44 OUT
012 89292240 14:44  IN
010 42956445 14:44 OUT
007 78936394 14:47 OUT
010 89292240 14:47 OUT
018 88428101 14:48  IN
012 06359137 14:48 OUT
011 05497415 14:48 OUT
004 73024878 14:49 OUT
012 25104184 14:49  IN
021 65245107 14:50 OUT
021 13786899 14:51  IN
010 01957762 14:51  IN
002 68371557 14:52 OUT
011 58318573 14:54  IN
012 99370461 14:54 OUT
006 14999725 14:55 OUT
006 06340450 14:56 OUT
006 76389794 14:58  IN
011 74584748 15:00 OUT
006 05133189 15:00 OUT
002 21203084 15:00 OUT
020 55229134 15:00 OUT
003 41452253 15:02 OUT
015 60738921 15:03  IN
018 25104184 15:05 OUT
020 89900489 15:05  IN
002 84220660 15:06  IN
015 59435624 15:07  IN
015 06418709 15:08  IN
007 01957762 15:08 OUT
011 08348281 15:09  IN
002 67973389 15:09  IN
019 65245107 15:10  IN
001 17710753 15:10  IN
014 59435624 15:11 OUT
015 34446241 15:12 OUT
020 72317347 15:12 OUT
015 53133390 15:13  IN
015 62067194 15:14  IN
011 10975505 15:14  IN
018 98891161 15:14  IN
014 08348281 15:14 OUT
018 65369013 15:15  IN
019 49035729 15:15  IN
018 10562920 15:16 OUT
012 70270230 15:17  IN
001 09859409 15:18 OUT
005 20846136 15:19  IN
014 13786899 15:19 OUT
001 42111225 15:19  IN
005 40761919 15:20  IN
001 84220660 15:20 OUT
016 62067194 15:21 OUT
019 06418709 15:22 OUT
014 65369013 15:23 OUT
010 65245107 15:24 OUT
014 53133390 15:24 OUT
003 17710753 15:24 OUT
018 69643298 15:25  IN
004 94517410 15:26  IN
006 88428101 15:26 OUT
020 61346073 15:26  IN
015 12308375 15:27  IN
018 00052238 15:28  IN
014 00671531 15:28 OUT
005 94517410 15:28 OUT
001 33758386 15:30 OUT
004 58318573 15:30 OUT
015 59721134 15:30  IN
001 67120218 15:31  IN
015 56055952 15:32  IN
018 11921454 15:32  IN
020 00052238 15:33 OUT
011 12487276 15:33  IN
018 70270230 15:34 OUT
011 14218716 15:35  IN
014 13887420 15:35  IN
001 61095865 15:35 OUT
018 10975505 15:37 OUT
020 12308375 15:37 OUT
019 69643298 15:38 OUT
001 40761919 15:38 OUT
002 74584748 15:38  IN
001 93914170 15:39  IN
019 21867663 15:39  IN
011 62734650 15:41  IN
018 25538674 15:42  IN
002 60738921 15:42 OUT
011 28100530 15:43  IN
015 61346073 15:43 OUT
008 13887420 15:43 OUT
015 72970944 15:44  IN
018 25761373 15:44  IN
019 76389794 15:44 OUT
002 24047839 15:45  IN
004 67120218 15:46 OUT
002 21203084 15:48  IN
018 84485567 15:48  IN
021 54471611 15:49  IN
011 20846136 15:50 OUT
020 79040721 15:51  IN
011 11921454 15:52 OUT
003 89900489 15:52 OUT
012 12533218 15:52  IN
018 78996302 15:53  IN
009 70691741 15:55  IN
003 69475219 15:57  IN
011 67973389 15:57 OUT
016 38724543 15:57  IN
006 49035729 15:57 OUT
011 60786590 16:01  IN
016 68156042 16:01  IN
010 04953258 16:01  IN
016 77724053 16:01  IN
007 59721134 16:03 OUT
015 22895325 16:03  IN
011 42288568 16:07  IN
001 54954010 16:07  IN
015 54471611 16:08 OUT
010 25761373 16:08 OUT
021 69988784 16:08  IN
001 98891161 16:09 OUT
017 52768006 16:10  IN
018 42111225 16:11 OUT
018 24862896 16:11  IN
019 12533218 16:11 OUT
006 56055952 16:11 OUT
010 78996302 16:13 OUT
019 60786590 16:14 OUT
014 77724053 16:15 OUT
011 70404742 16:15  IN
018 74861886 16:16  IN
001 12487276 16:16 OUT
007 21203084 16:16 OUT
019 04953258 16:17 OUT
014 26647149 16:18  IN
001 14218716 16:18 OUT
014 89900489 16:18  IN
007 45788633 16:18  IN
015 62593762 16:19  IN
010 68156042 16:19 OUT
002 62734650 16:21 OUT
015 77028551 16:21  IN
001 28100530 16:21 OUT
010 24047839 16:21 OUT
012 99538972 16:21  IN
006 33758386 16:21  IN
012 77724053 16:21  IN
007 25538674 16:22 OUT
011 93914170 16:23 OUT
011 34387700 16:23  IN
011 52768006 16:23 OUT
011 77724053 16:24 OUT
010 74584748 16:24 OUT
012 62593762 16:24 OUT
006 70691741 16:24 OUT
015 69988784 16:25 OUT
007 56186142 16:26  IN
006 98830225 16:31  IN
018 81776055 16:32  IN
021 25479015 16:33  IN
006 45788633 16:33 OUT
010 20549417 16:33  IN
002 72970944 16:33 OUT
001 21867663 16:34 OUT
001 84485567 16:34 OUT
014 64031182 16:34  IN
007 54954010 16:35 OUT
013 99538972 16:35 OUT
006 42288568 16:36 OUT
018 60738921 16:37  IN
005 79040721 16:37 OUT
011 24862896 16:37 OUT
016 81776055 16:38 OUT
010 61095865 16:41  IN
015 22417150 16:41  IN
011 83291681 16:42  IN
018 34387700 16:43 OUT
013 64031182 16:43 OUT
014 08750035 16:44  IN
018 99538972 16:44  IN
018 60730393 16:44  IN
001 52540440 16:45  IN
015 66194475 16:47  IN
018 58279096 16:47  IN
019 25479015 16:47 OUT
007 26647149 16:47 OUT
004 38724543 16:48 OUT
011 13629255 16:48  IN
014 36581617 16:49  IN
015 18746080 16:50  IN
004 70404742 16:50 OUT
010 54471611 16:51  IN
020 17876618 16:51  IN
017 41062909 16:52  IN
011 22417150 16:52 OUT
010 41702895 16:53  IN
011 34743764 16:53  IN
010 82172118 16:53  IN
018 37036268 16:53  IN
006 17710753 16:54  IN
019 20549417 16:54 OUT
018 69475219 16:55 OUT
002 12018702 16:55  IN
014 54471611 16:55 OUT
009 29824397 16:56  IN
002 22895325 16:56 OUT
018 72970944 16:56  IN
010 96442266 16:56  IN
014 41702895 16:57 OUT
011 20597551 16:57  IN
015 61095865 16:57 OUT
010 12487276 16:58  IN
011 99538972 16:59 OUT
014 93914170 16:59  IN
019 41452253 17:01  IN
001 89900489 17:02 OUT
001 16356991 17:02  IN
004 74861886 17:03 OUT
015 98830225 17:03 OUT
005 12018702 17:04 OUT
018 56186142 17:04 OUT
001 52504516 17:05  IN
021 33758386 17:05 OUT
009 42345291 17:06  IN
001 77028551 17:07 OUT
006 01817753 17:07  IN
014 40218398 17:07  IN
010 67533206 17:08  IN
007 13629255 17:08 OUT
001 85071267 17:08  IN
016 96442266 17:10 OUT
004 75493326 17:11  IN
021 08852746 17:11  IN
015 29824397 17:12 OUT
021 15475235 17:15  IN
015 17876618 17:15 OUT
005 08750035 17:15 OUT
020 55831919 17:15  IN
009 41062909 17:15 OUT
018 25479015 17:16  IN
021 82172118 17:16 OUT
008 59852366 17:16  IN
010 89494167 17:16  IN
007 74584748 17:17  IN
021 12487276 17:17 OUT
008 43264232 17:18  IN
019 40218398 17:19 OUT
011 72970944 17:19 OUT
004 60738921 17:20 OUT
013 89494167 17:20 OUT
007 85299815 17:21  IN
006 75493326 17:22 OUT
019 20597551 17:22 OUT
006 83291681 17:22 OUT
015 41452253 17:23 OUT
019 57620937 17:24  IN
005 66194475 17:25 OUT
010 43264232 17:26 OUT
015 67533206 17:26 OUT
010 69516303 17:26  IN
018 02164981 17:27  IN
007 37036268 17:27 OUT
004 36581617 17:28 OUT
019 74554607 17:29  IN
014 36581617 17:30  IN
006 01033662 17:30  IN
015 52540440 17:31 OUT
010 04635126 17:32  IN
016 17710753 17:32 OUT
014 64761762 17:33  IN
021 05670469 17:33  IN
006 34743764 17:33 OUT
015 59852366 17:34 OUT
018 53062930 17:35  IN
014 10166939 17:36  IN
015 55831919 17:37 OUT
001 58279096 17:38 OUT
014 08852746 17:38 OUT
011 74584748 17:38 OUT
019 09235234 17:39  IN
013 57620937 17:39 OUT
021 72970944 17:39  IN
001 18746080 17:39 OUT
006 42345291 17:40 OUT
012 02164981 17:41 OUT
018 36581617 17:42 OUT
010 80209143 17:43  IN
014 85299815 17:44 OUT
011 52504516 17:44 OUT
007 01033662 17:44 OUT
019 31747977 17:44  IN
018 80055865 17:44  IN
001 60730393 17:44 OUT
019 17500974 17:45  IN
011 04635126 17:45 OUT
002 61727923 17:46  IN
010 14651491 17:46  IN
018 64761762 17:46 OUT
015 58598703 17:47  IN
019 43248499 17:48  IN
014 10969746 17:48  IN
010 10166939 17:48 OUT
014 70404742 17:49  IN
018 93939835 17:50  IN
019 21756331 17:50  IN
014 73634007 17:50  IN
014 63106999 17:50  IN
010 26906158 17:51  IN
007 06880610 17:51  IN
001 93914170 17:51 OUT
015 74554607 17:52 OUT
018 01817753 17:52 OUT
016 66280806 17:53  IN
001 61727923 17:53 OUT
006 72866167 17:53  IN
006 57549485 17:54  IN
019 17685506 17:54  IN
002 64031182 17:54  IN
020 63853075 17:55  IN
018 53133390 17:55  IN
012 18073776 17:56  IN
010 74584748 17:57  IN
019 40218398 17:57  IN
021 29824397 17:58  IN
019 16356991 17:58 OUT
011 53062930 17:59 OUT
001 65369013 18:00  IN
015 17500974 18:01 OUT
002 17043202 18:01  IN
014 85071267 18:01 OUT
003 25479015 18:03 OUT
015 93939835 18:03 OUT
015 10969746 18:04 OUT
019 53133390 18:06 OUT
015 43248499 18:06 OUT
012 09235234 18:07 OUT
019 65444570 18:07  IN
001 69516303 18:07 OUT
015 74584748 18:08 OUT
002 18443367 18:08  IN
010 81998121 18:08  IN
006 35507365 18:10  IN
010 57102587 18:11  IN
006 59749019 18:11  IN
018 68409606 18:11  IN
019 14651491 18:11 OUT
018 70404742 18:12 OUT
002 16148474 18:12  IN
017 18073776 18:13 OUT
004 80209143 18:13 OUT
005 35507365 18:14 OUT
002 15475235 18:14 OUT
007 67973389 18:15  IN
011 29824397 18:15 OUT
011 17685506 18:17 OUT
010 40218398 18:18 OUT
018 12018702 18:22  IN
014 08086242 18:23  IN
014 09422934 18:23  IN
010 42430949 18:23  IN
013 93914170 18:28  IN
021 06880610 18:28 OUT
002 73634007 18:28 OUT
007 14760822 18:29  IN
001 26906158 18:31 OUT
005 05670469 18:31 OUT
002 28749817 18:31  IN
006 76389794 18:33  IN
005 31747977 18:33 OUT
006 34787919 18:33  IN
010 72866167 18:33 OUT
019 57549485 18:34 OUT
004 66280806 18:34 OUT
001 80055865 18:35 OUT
001 58598703 18:36 OUT
001 77724053 18:36  IN
005 72970944 18:38 OUT
012 16113397 18:38  IN
018 58009036 18:39  IN
001 63106999 18:39 OUT
001 69626633 18:40  IN
004 21756331 18:41 OUT
007 16148474 18:41 OUT
006 19705380 18:41  IN
016 93914170 18:42 OUT
005 63853075 18:42 OUT
020 08707722 18:43  IN
015 64031182 18:43 OUT
007 28784934 18:43  IN
011 16113397 18:44 OUT
020 67973389 18:44 OUT
002 91213247 18:45  IN
008 12018702 18:45 OUT
019 42430949 18:46 OUT
014 77028551 18:46  IN
002 74870571 18:46  IN
021 94930390 18:47  IN
006 74913146 18:47  IN
010 96442266 18:48  IN
004 57102587 18:49 OUT
015 65369013 18:49 OUT
005 81998121 18:49 OUT
002 34787919 18:49 OUT
015 11228396 18:50  IN
008 18443367 18:52 OUT
019 59749019 18:52 OUT
016 17043202 18:54 OUT
010 47092425 18:55  IN
004 74870571 18:56 OUT
018 43864498 18:56  IN
007 76395707 18:58  IN
001 95693591 19:00  IN
002 08086242 19:00 OUT
002 35507365 19:00  IN
001 53034421 19:01  IN
018 14760822 19:01 OUT
016 13786899 19:02  IN
001 68409606 19:02 OUT
004 85226388 19:02  IN
008 08707722 19:02 OUT
015 31807407 19:02  IN
002 65444570 19:03 OUT
005 70404742 19:03  IN
004 23623057 19:03  IN
001 35507365 19:06 OUT
007 77028551 19:06 OUT
006 08989165 19:06  IN
008 33669926 19:07  IN
004 53034421 19:07 OUT
011 38724543 19:07  IN
007 64071792 19:07  IN
001 68553570 19:09  IN
011 94930390 19:09 OUT
009 32514568 19:10  IN
001 09422934 19:10 OUT
008 74913146 19:13 OUT
001 28784934 19:13 OUT
004 10915421 19:13  IN
008 33584897 19:14  IN
011 68341586 19:15  IN
016 20567452 19:16  IN
011 43864498 19:17 OUT
009 10166939 19:17  IN
021 28797697 19:17  IN
002 55831919 19:17  IN
020 31807407 19:17 OUT
011 69626633 19:18 OUT
006 23623057 19:18 OUT
016 76389794 19:19 OUT
012 54088408 19:19  IN
010 33669926 19:20 OUT
004 75507709 19:21  IN
018 81311281 19:22  IN
005 76395707 19:22 OUT
011 22784293 19:24  IN
012 29553383 19:25  IN
021 47092425 19:25 OUT
002 53998209 19:26  IN
018 06340450 19:27  IN
010 91213247 19:27 OUT
021 28749817 19:27 OUT
007 32514568 19:29 OUT
021 19705380 19:31 OUT
019 77724053 19:32 OUT
016 84517818 19:32  IN
002 43864498 19:33  IN
010 20567452 19:34 OUT
001 58009036 19:34 OUT
019 68341586 19:34 OUT
004 89900489 19:34  IN
002 11228396 19:35 OUT
019 10166939 19:37 OUT
010 72104661 19:37  IN
001 96442266 19:37 OUT
001 11749285 19:37  IN
012 85226388 19:38 OUT
004 03656302 19:38  IN
019 81311281 19:39 OUT
019 84517818 19:39 OUT
020 64071792 19:39 OUT
002 75507709 19:40 OUT
019 06340450 19:40 OUT
018 33584897 19:40 OUT
004 84517818 19:42  IN
004 40761919 19:43  IN
018 94362262 19:44  IN
007 54088408 19:44 OUT
018 91742433 19:45  IN
014 70404742 19:46 OUT
010 08989165 19:46 OUT
015 18073776 19:47  IN
010 95693591 19:47 OUT
018 42310938 19:47  IN
015 31342899 19:49  IN
008 28797697 19:50 OUT
019 91742433 19:50 OUT
019 29553383 19:51 OUT
015 65444570 19:51  IN
005 13786899 19:51 OUT
015 68553570 19:52 OUT
002 77272212 19:52  IN
001 38724543 19:53 OUT
018 03199102 19:53  IN
001 93120138 19:54  IN
021 94362262 19:57 OUT
014 42310938 19:59 OUT
015 03199102 20:00 OUT
007 80209143 20:00  IN
011 19624892 20:00  IN
002 22784293 20:01 OUT
010 65444570 20:02 OUT
009 47952338 20:03  IN
016 19251039 20:03  IN
011 61471341 20:03  IN
014 29414863 20:03  IN
006 72104661 20:04 OUT
015 79835086 20:05  IN
007 05133189 20:05  IN
019 10915421 20:09 OUT
016 98283519 20:09  IN
015 32583363 20:09  IN
009 39888075 20:10  IN
004 15184552 20:12  IN
018 55831919 20:12 OUT
011 13887420 20:12  IN
011 89900489 20:12 OUT
012 33584897 20:12  IN
016 53998209 20:12 OUT
010 18866197 20:13  IN
009 79896027 20:14  IN
005 93120138 20:14 OUT
019 19251039 20:15 OUT
011 02443402 20:15  IN
015 61471341 20:15 OUT
016 49517701 20:15  IN
013 40761919 20:16 OUT
006 15184552 20:16 OUT
007 31342899 20:16 OUT
011 53133390 20:16  IN
011 79465788 20:17  IN
009 18746080 20:17  IN
013 13887420 20:17 OUT
007 18073776 20:18 OUT
010 29414863 20:18 OUT
013 84517818 20:20 OUT
010 79835086 20:20 OUT
011 74125794 20:20  IN
020 10915421 20:21  IN
006 88428101 20:21  IN
019 47952338 20:21 OUT
015 43864498 20:22 OUT
007 52249530 20:23  IN
011 05670469 20:23  IN
010 28100530 20:23  IN
019 14651491 20:23  IN
015 11749285 20:23 OUT
002 80209143 20:24 OUT
019 32583363 20:24 OUT
009 43864498 20:25  IN
004 52714274 20:25  IN
019 39888075 20:25 OUT
011 50563661 20:26  IN
015 18746080 20:27 OUT
011 24862896 20:27  IN
015 69626633 20:28  IN
018 33584897 20:28 OUT
006 74870571 20:29  IN
014 98283519 20:29 OUT
010 49517701 20:29 OUT
011 25104184 20:30  IN
011 33758386 20:31  IN
018 03656302 20:33 OUT
021 79465788 20:34 OUT
005 75194639 20:35  IN
004 44602664 20:35  IN
005 72104661 20:35  IN
013 43864498 20:35 OUT
006 68156042 20:35  IN
021 79896027 20:36 OUT
014 36643661 20:36  IN
021 18866197 20:36 OUT
021 46091636 20:36  IN
010 88535944 20:36  IN
014 74125794 20:37 OUT
019 15475235 20:37  IN
007 53133390 20:39 OUT
001 19624892 20:39 OUT
015 33758386 20:39 OUT
010 24862896 20:40 OUT
001 74870571 20:41 OUT
017 50563661 20:41 OUT
004 03199102 20:43  IN
002 55778896 20:43  IN
019 05133189 20:43 OUT
015 54073933 20:44  IN
015 77272212 20:46 OUT
011 66783272 20:46  IN
011 89494167 20:47  IN
020 69626633 20:47 OUT
005 12308375 20:48  IN
008 10915421 20:48 OUT
002 52249530 20:48 OUT
006 09859409 20:49  IN
018 28100530 20:49 OUT
007 94362262 20:49  IN
006 02443402 20:51 OUT
018 22866948 20:51  IN
011 61709088 20:51  IN
002 53998209 20:52  IN
012 36643661 20:53 OUT
014 92960886 20:54  IN
015 06418709 20:55  IN
005 53859667 20:56  IN
011 10484625 20:57  IN
008 54073933 20:57 OUT
012 91213247 20:58  IN
015 49035729 20:59  IN
008 75194639 21:00 OUT
004 27506975 21:01  IN
019 88535944 21:01 OUT
010 89075211 21:02  IN
011 19174525 21:03  IN
001 12308375 21:03 OUT
002 34771267 21:04  IN
016 78051964 21:05  IN
001 53859667 21:06 OUT
007 66783272 21:06 OUT
008 68156042 21:08 OUT
019 22866948 21:08 OUT
002 05670469 21:08 OUT
004 25104184 21:09 OUT
018 52714274 21:09 OUT
008 91213247 21:09 OUT
018 10484625 21:12 OUT
020 88428101 21:12 OUT
007 46091636 21:13 OUT
004 47952338 21:14  IN
001 50542814 21:15  IN
011 25479015 21:15  IN
010 93285356 21:16  IN
010 06418709 21:16 OUT
006 89494167 21:16 OUT
007 03656302 21:16  IN
014 94362262 21:18 OUT
014 72104661 21:18 OUT
005 14651491 21:19 OUT
007 08707722 21:20  IN
017 13393125 21:22  IN
014 93285356 21:22 OUT
010 79465788 21:22  IN
020 83350059 21:23  IN
021 19174525 21:23 OUT
011 78051964 21:23 OUT
006 00052238 21:23  IN
019 44602664 21:24 OUT
007 92960886 21:24 OUT
010 20567452 21:24  IN
006 50542814 21:25 OUT
013 79465788 21:26 OUT
011 09859409 21:26 OUT
016 66783272 21:26  IN
017 62789637 21:28  IN
015 55778896 21:29 OUT
002 94362262 21:29  IN
010 01698294 21:29  IN
018 21756331 21:30  IN
014 15365672 21:31  IN
015 23737302 21:31  IN
006 89075211 21:32 OUT
010 78473929 21:32  IN
009 10776901 21:32  IN
001 94362262 21:33 OUT
004 61709088 21:34 OUT
010 32247180 21:34  IN
010 04265241 21:34  IN
019 25479015 21:35 OUT
020 66061682 21:36  IN
011 13393125 21:36 OUT
018 62789637 21:37 OUT
014 42572884 21:37  IN
019 03199102 21:38 OUT
001 15475235 21:38 OUT
002 49035729 21:38 OUT
011 54954010 21:39  IN
011 10776901 21:39 OUT
010 23737302 21:39 OUT
017 06694626 21:39  IN
011 20567452 21:39 OUT
018 45163877 21:41  IN
014 58279096 21:41  IN
014 21756331 21:42 OUT
007 04953258 21:42  IN
018 13412293 21:43  IN
019 53998209 21:43 OUT
015 42572884 21:44 OUT
007 98995020 21:44  IN
005 33209283 21:45  IN
015 83350059 21:46 OUT
008 54954010 21:46 OUT
014 08707722 21:46 OUT
018 07288530 21:47  IN
018 27506975 21:47 OUT
007 61346073 21:47  IN
015 34771267 21:47 OUT
005 04844734 21:49  IN
017 29397305 21:49  IN
015 98266339 21:51  IN
010 17566903 21:52  IN
013 00052238 21:52 OUT
017 03656302 21:53 OUT
010 27027042 21:54  IN
011 47135715 21:54  IN
001 31742786 21:55  IN
010 86198047 21:55  IN
011 45163877 21:56 OUT
001 33209283 21:56 OUT
004 44518316 21:56  IN
010 59721134 21:57  IN
011 82357447 21:58  IN
021 49809429 21:58  IN
011 13430330 21:59  IN
021 32247180 21:59 OUT
010 46706818 22:00  IN
002 44518316 22:01 OUT
013 27027042 22:02 OUT
019 47952338 22:03 OUT
008 98266339 22:03 OUT
011 24862896 22:04  IN
011 10060632 22:06  IN
014 98995020 22:08 OUT
014 86198047 22:08 OUT
006 15365672 22:08 OUT
004 78473929 22:09 OUT
006 04265241 22:10 OUT
011 46706818 22:10 OUT
011 07288530 22:11 OUT
012 34446241 22:12  IN
011 57370976 22:12  IN
014 12533218 22:12  IN
005 66783272 22:13 OUT
011 39600674 22:13  IN
017 98914490 22:13  IN
001 01698294 22:14 OUT
006 39470747 22:14  IN
001 04953258 22:14 OUT
006 06694626 22:15 OUT
012 58009036 22:16  IN
011 29824397 22:16  IN
011 07734681 22:17  IN
014 57370976 22:17 OUT
019 13430330 22:18 OUT
015 99949161 22:18  IN
010 88535944 22:19  IN
021 61346073 22:19 OUT
006 17566903 22:22 OUT
011 35963491 22:23  IN
019 54088408 22:23  IN
004 39470747 22:24 OUT
004 38724543 22:24  IN
001 58279096 22:26 OUT
011 93966100 22:27  IN
019 91213247 22:27  IN
002 66061682 22:29 OUT
011 13887420 22:29  IN
018 24862896 22:29 OUT
015 39600674 22:29 OUT
004 29397305 22:30 OUT
018 99949161 22:30 OUT
012 88535944 22:30 OUT
010 13887420 22:30 OUT
010 98914490 22:30 OUT
006 13412293 22:31 OUT
016 46483994 22:31  IN
006 47135715 22:31 OUT
020 03723463 22:32  IN
011 81539720 22:32  IN
019 64555187 22:34  IN
010 31742786 22:35 OUT
004 82357447 22:35 OUT
009 66598721 22:36  IN
006 78555898 22:36  IN
011 49911601 22:36  IN
004 10060632 22:36 OUT
005 13887420 22:38  IN
007 29824397 22:39 OUT
002 59721134 22:40 OUT
014 81539720 22:41 OUT
021 04844734 22:41 OUT
019 28797697 22:42  IN
015 64555187 22:44 OUT
010 53566419 22:44  IN
016 33584897 22:45  IN
012 29993699 22:45  IN
004 55831919 22:47  IN
010 49911601 22:49 OUT
012 55778896 22:49  IN
019 37036268 22:51  IN
002 78555898 22:52 OUT
001 49809429 22:53 OUT
011 91213247 22:53 OUT
021 66641621 22:53  IN
021 28797697 22:54 OUT
019 68371557 22:55  IN
004 09422934 22:56  IN
014 70270230 22:56  IN
017 74631342 22:57  IN
014 55778896 22:57 OUT
011 87392740 22:57  IN
018 86543858 22:58  IN
002 34446241 22:58 OUT
001 12533218 22:59 OUT
010 40218398 22:59  IN
015 21216320 22:59  IN
011 03723463 23:00 OUT
004 93966100 23:00 OUT
015 53566419 23:01 OUT
005 35963491 23:02 OUT
002 58009036 23:03 OUT
011 40218398 23:04 OUT
019 66598721 23:04 OUT
002 07734681 23:05 OUT
021 74631342 23:06 OUT
020 33584897 23:07 OUT
018 38724543 23:10 OUT
012 87392740 23:12 OUT
015 66641621 23:15 OUT
011 37036268 23:19 OUT
002 54088408 23:20 OUT
004 46483994 23:21 OUT
001 29993699 23:23 OUT
019 13887420 23:27 OUT
016 55831919 23:32 OUT
004 86543858 23:39 OUT
001 70270230 23:41 OUT
018 09422934 23:51 OUT
001 68371557 23:51 OUT
002 21216320 23:53 OUT
